epoch	iter	running_loss	lr	loss_classifier	loss_box_reg	loss_mask	loss_objectness	loss_rpn_box_reg
1	1100	3.280533	0.000388	0.295583	0.946961	0.369444	0.146016	0.426985
1	1200	3.282796	0.000387	0.722678	2.174098	0.498223	0.438113	0.548224
1	1300	3.295120	0.000386	0.238369	1.840201	0.523103	0.227925	0.155521
1	1400	3.327761	0.000385	0.785993	1.266810	0.409962	0.161757	0.326336
1	1500	3.351518	0.000384	0.242255	1.888120	0.442860	0.107239	0.309897
1	1600	3.367478	0.000383	1.447902	2.810195	0.552111	0.418504	0.439049
1	1700	3.362983	0.000382	0.325592	0.716508	0.436506	0.244933	0.338766
1	1800	3.371920	0.000381	0.811128	1.449445	0.573198	0.210439	0.324956
1	1900	3.353856	0.000380	0.362395	1.865051	0.422006	0.172584	0.491812
1	2000	3.355262	0.000378	0.673957	2.136303	0.466374	0.184926	0.346875
1	2066	3.362742	0.000378	0.115937	0.007177	0.604609	0.133176	0.190708
2	0	4.934193	0.000378	1.376939	2.256709	0.668147	0.298036	0.334363
2	100	3.438815	0.000376	0.394445	1.094719	0.472788	0.657267	0.902753
2	200	3.377159	0.000375	1.268655	2.372470	0.609463	0.549569	0.482962
2	300	3.329748	0.000374	0.129882	0.004815	0.676836	0.099164	0.301897
2	400	3.320814	0.000373	0.100783	0.027662	0.509981	0.149808	0.420420
2	500	3.246852	0.000371	0.541231	2.014140	0.538323	0.154599	0.379048
2	600	3.228023	0.000370	1.015828	1.184875	0.497931	0.815656	0.598938
2	700	3.196179	0.000369	1.303043	1.580186	0.462783	0.091112	0.320770
2	800	3.175636	0.000367	0.484634	1.145884	0.400953	0.112106	0.263989
2	900	3.161133	0.000366	0.382481	1.673351	0.517315	0.141202	0.209753
2	1000	3.164472	0.000364	0.426403	1.227907	0.357762	0.120817	0.500227
2	1100	3.170142	0.000363	1.647094	2.010386	0.600858	0.323999	0.277240
2	1200	3.165371	0.000362	0.208823	1.098432	0.484001	0.145449	0.519730
2	1300	3.172854	0.000360	0.088797	0.030135	0.508701	0.079044	0.111455
2	1400	3.167588	0.000358	0.876938	1.160838	0.385992	0.085382	0.240559
2	1500	3.160167	0.000357	0.974208	2.221401	0.582261	0.629605	0.430134
2	1600	3.148701	0.000355	1.331981	2.063267	0.507625	0.064132	0.424839
2	1700	3.151746	0.000354	0.607684	1.452931	0.549588	0.107570	0.578594
2	1800	3.143639	0.000352	0.626215	2.004795	0.421141	0.581851	0.508498
2	1900	3.126972	0.000350	1.138983	1.820852	0.582865	0.119024	0.397810
2	2000	3.113224	0.000349	0.149620	0.017200	0.656127	0.178632	0.380017
2	2066	3.105565	0.000347	0.087771	0.092932	0.590644	0.261372	0.392369
3	0	2.391944	0.000347	0.391924	1.133950	0.287409	0.236554	0.342106
3	100	2.486374	0.000346	0.920458	0.987345	0.463777	0.828694	0.474677
3	200	2.613906	0.000344	0.475682	0.998149	0.450056	0.084175	0.197147
3	300	2.621651	0.000342	0.816616	1.311205	0.568690	0.113001	0.263613
3	400	2.659013	0.000340	0.107526	0.030878	0.543679	0.086532	0.129628
3	500	2.718797	0.000339	1.123280	1.912192	0.462942	0.242044	0.239899
3	600	2.732284	0.000337	1.263122	2.100778	0.360347	0.120404	0.354105
3	700	2.710593	0.000335	0.425346	1.079174	0.556344	0.048205	0.478608
3	800	2.742004	0.000333	0.700435	1.356625	0.336580	0.075403	0.122767
3	900	2.743508	0.000331	0.408523	0.839376	0.302638	0.234334	0.211563
3	1000	2.772680	0.000329	0.385789	0.995991	0.419555	0.114257	0.127908
3	1100	2.781008	0.000327	0.328358	0.422556	0.237775	0.156184	0.132796
3	1200	2.793434	0.000325	0.662324	1.527300	0.401240	0.082010	0.139223
3	1300	2.814887	0.000323	1.219133	2.247004	0.610532	0.154592	0.209417
3	1400	2.825757	0.000321	0.670492	1.502583	0.566517	0.455096	0.646356
3	1500	2.825877	0.000319	0.157964	0.032567	0.438234	0.131739	0.582565
3	1600	2.830049	0.000317	1.282550	1.728128	0.561570	0.186379	0.274156
3	1700	2.817411	0.000315	0.389777	2.166023	0.562811	0.075352	0.442207
3	1800	2.811361	0.000313	0.573077	1.629574	0.384509	0.181110	0.407624
3	1900	2.814696	0.000311	0.524845	1.915088	0.503926	0.237703	0.455764
3	2000	2.815842	0.000308	0.895742	1.534323	0.351541	0.042219	0.107138
3	2066	2.817229	0.000307	0.375145	2.016924	0.643797	0.043124	0.711591
4	0	2.927468	0.000307	0.592568	1.559172	0.489318	0.137020	0.149390
4	100	2.322204	0.000305	0.274566	1.480491	0.386451	0.065353	0.385269
4	200	2.343310	0.000303	0.552103	1.440344	0.286564	0.184823	0.502187
4	300	2.366892	0.000300	0.138797	0.002346	0.690837	0.077411	0.576594
4	400	2.366523	0.000298	0.169594	1.524978	0.368303	0.269866	0.303441
4	500	2.414814	0.000296	0.220867	0.043235	0.592506	0.150721	0.802976
4	600	2.469154	0.000294	0.176565	1.312547	0.399677	0.103503	0.522440
4	700	2.488396	0.000291	0.512041	1.788831	0.375371	0.184134	0.349772
4	800	2.495376	0.000289	0.527287	0.937207	0.278459	0.039076	0.073727
4	900	2.505845	0.000287	0.155606	0.906878	0.260103	0.207997	0.453917
4	1000	2.534433	0.000285	0.699273	0.791358	0.372146	0.185590	0.435254
4	1100	2.554969	0.000282	0.896765	1.444623	0.565598	0.155350	0.213800
4	1200	2.545178	0.000280	0.313560	0.654005	0.287577	0.073484	0.216553
4	1300	2.563224	0.000278	0.486215	0.496607	0.368629	0.075619	0.118108
4	1400	2.562373	0.000275	0.144090	0.052154	0.486170	0.091907	0.440213
4	1500	2.571786	0.000273	0.505933	0.979062	0.245717	0.052628	0.226942
4	1600	2.583378	0.000270	0.728403	2.259523	0.338208	0.139725	0.157629
4	1700	2.602070	0.000268	0.553938	1.279695	0.219574	0.081082	0.435138
4	1800	2.608484	0.000266	0.977943	0.660346	0.450915	0.667647	2.136322
4	1900	2.621652	0.000263	0.123004	0.019852	0.446674	0.047944	0.265027
4	2000	2.627356	0.000261	0.423022	0.480418	0.595757	0.093367	0.202008
4	2066	2.628660	0.000259	0.314548	1.581264	0.465776	0.091878	0.280571
5	0	0.924136	0.000259	0.103072	0.071317	0.516281	0.061853	0.171613
5	100	2.404736	0.000257	0.094224	0.825755	0.334924	0.090366	0.497414
5	200	2.524931	0.000254	0.199146	0.734022	0.402880	0.174060	0.239334
5	300	2.527260	0.000252	0.148683	0.002342	0.394262	0.047332	0.230143
5	400	2.493404	0.000249	0.136281	0.798210	0.400989	0.087581	0.204400
5	500	2.545707	0.000247	0.537572	1.333297	0.326623	0.219122	0.256190
5	600	2.559320	0.000244	0.693941	1.417042	0.647800	0.081333	0.222782
5	700	2.603608	0.000242	0.264372	0.792898	0.353812	0.179989	0.348486
5	800	2.594309	0.000239	0.406408	0.360245	0.374098	0.073197	0.278141
5	900	2.581626	0.000237	0.998692	1.917333	0.521428	0.071798	0.497230
